date,open,close,high,low,volume
2022/6/18,20468.81,18970.79,20792.06,17622,196441.6555
2022/6/19,18970.79,20574,20815.95,17960.41,128320.876
2022/6/20,20574,20573.89,21090,19637.03,109028.9415
2022/6/21,20573.9,20723.52,21723,20348.4,104371.0749
2022/6/22,20723.51,19987.99,20900,19770.51,92133.97938
2022/6/23,19988,21110.13,21233,19890.07,83127.08716
2022/6/24,21110.12,21237.69,21558.41,20736.72,77430.36622
2022/6/25,21237.68,21491.19,21614.5,20906.62,51431.67794
2022/6/26,21491.18,21038.07,21888,20964.73,53278.10464
2022/6/27,21038.08,20742.56,21539.85,20510,64475.0013
2022/6/28,20742.57,20281.29,21212.1,20202.01,63801.0832
2022/6/29,20281.28,20123.01,20432.31,19854.92,77309.04379
2022/6/30,20123,19942.21,20179.08,18626,93846.64806
2022/7/1,19942.21,19279.8,20918.35,18975,111844.5949
2022/7/2,19279.8,19252.81,19467.39,18977.01,46180.3021
2022/7/3,19252.82,19315.83,19647.63,18781,51087.46631
2022/7/4,19315.83,20236.71,20354.01,19055.31,74814.04601
2022/7/5,20236.71,20175.83,20750,19304.4,96041.13756
2022/7/6,20175.84,20564.51,20675.22,19761.25,82439.5808
2022/7/7,20564.51,21624.98,21838.1,20251.68,85014.58261
2022/7/8,21624.99,21594.75,22527.37,21189.26,403081.5735
2022/7/9,21594.75,21591.83,21980,21322.12,178417.8447
2022/7/10,21592.15,20862.47,21607.65,20655,192188.2156
2022/7/11,20861.11,19963.61,20868.48,19875.23,137535.4072
2022/7/12,19963.61,19328.75,20059.42,19240,139506.4586
2022/7/13,19331.28,20234.87,20366.61,18910.94,209250.2489
2022/7/14,20234.87,20588.84,20900,19616.07,174809.217
2022/7/15,20588.84,20830.04,21200,20382.29,143343.3049
2022/7/16,20830.04,21195.6,21588.94,20478.61,121011.6739
2022/7/17,21195.6,20798.16,21684.54,20750.01,118229.4525
2022/7/18,20799.58,22432.58,22777.63,20762.45,239942.7313
2022/7/19,22432.58,23396.62,23800,21579.54,263770.7657
2022/7/20,23398.48,23223.3,24276.74,22906.19,238762.1709
2022/7/21,23223.3,23152.19,23442.77,22341.46,184817.6819
2022/7/22,23152.19,22684.83,23756.49,22500,171598.4397
2022/7/23,22684.83,22451.07,23000.77,21934.57,122137.7738
2022/7/24,22448.58,22579.68,23014.64,22257.15,115189.6728
2022/7/25,22577.13,21310.9,22666,21250,180344.7664
2022/7/26,21310.9,21254.67,21347.82,20706.5,177817.2433
2022/7/27,21254.67,22952.45,23112.63,21042.53,210971.198
2022/7/28,22954.31,23842.93,24199.72,22582.13,236029.0741
2022/7/29,23845.25,23773.75,24442.66,23414.03,198298.5062
2022/7/30,23777.28,23643.51,24668,23502.25,151060.1321
2022/7/31,23644.64,23293.32,24194.82,23227.31,127743.3248
2022/8/1,23296.36,23268.01,23509.68,22850,144210.1622
2022/8/2,23266.9,22987.79,23459.89,22654.37,158073.2823
2022/8/3,22985.93,22818.37,23647.68,22681.22,145948.81
2022/8/4,22816.91,22622.98,23223.32,22400,154854.6702
2022/8/5,22622.41,23312.42,23472.86,22586.95,175251.6975
2022/8/6,23313.56,22954.21,23354.36,22909.52,83911.80307
2022/8/7,22954.21,23174.39,23402,22844.62,88890.00877
2022/8/8,23174.39,23810,24245,23154.25,170958.4415
2022/8/9,23810.98,23149.95,23933.25,22865,143182.5086
2022/8/10,23151.32,23954.05,24226,22664.69,208916.5495
2022/8/11,23954.05,23934.39,24918.54,23852.13,249759.7956
2022/8/12,23933.09,24403.68,24456.5,23583,174207.5704
2022/8/13,24401.7,24441.38,24888,24291.22,152852.2544
2022/8/14,24443.06,24305.24,25047.56,24144,151206.1447
2022/8/15,24305.25,24094.82,25211.32,23773.22,242539.5476
2022/8/16,24093.04,23854.74,24247.49,23671.22,179324.9482
2022/8/17,23856.15,23342.66,24446.71,23180.4,210668.6877
2022/8/18,23342.66,23191.2,23600,23111.04,144185.9701
2022/8/19,23191.45,20834.39,23208.67,20783.57,283995.8775
2022/8/20,20834.39,21140.07,21382.85,20761.9,183041.6836
2022/8/21,21140.07,21515.61,21800,21069.11,159200.6841
2022/8/22,21516.7,21399.83,21548.71,20890.18,222222.0453
2022/8/23,21400.75,21529.12,21684.87,20890.14,200967.7716
2022/8/24,21529.11,21368.08,21900,21145,174383.2205
2022/8/25,21368.05,21559.04,21819.88,21310.15,169915.783
2022/8/26,21559.04,20241.05,21886.77,20107.9,273811.6196
2022/8/27,20239.14,20037.6,20402.93,19800,162582.4603
2022/8/28,20037.6,19555.61,20171.18,19520,139307.9598
2022/8/29,19555.61,20285.73,20433.62,19550.79,210509.4955
2022/8/30,20287.2,19811.66,20576.25,19540,256634.3553
2022/8/31,19813.03,20050.02,20490,19797.94,276946.6077
2022/9/1,20048.44,20131.46,20208.37,19565.66,245289.9726
2022/9/2,20132.64,19951.86,20441.26,19755.29,245986.6033
2022/9/3,19950.98,19831.9,20055.93,19652.72,146639.032
2022/9/4,19832.45,20000.3,20029.23,19583.1,145588.7789
2022/9/5,20000.3,19796.84,20057.27,19633.83,222543.0106
2022/9/6,19795.34,18790.61,20180,18649.51,356315.0572
2022/9/7,18790.61,19292.84,19464.06,18510.77,287394.7788
2022/9/8,19292.85,19319.77,19458.25,19012,262813.2827
2022/9/9,19320.54,21360.11,21597.22,19291.75,428919.7465
2022/9/10,21361.62,21648.34,21810.8,21111.13,307997.335
2022/9/11,21647.21,21826.87,21860,21350,280702.5515
2022/9/12,21826.87,22395.74,22488,21538.51,395395.6183
2022/9/13,22395.44,20173.57,22799,19860,431915.0333
2022/9/14,20173.62,20226.71,20541.48,19617.62,340826.4015
2022/9/15,20227.17,19701.88,20330.24,19497,333069.7608
2022/9/16,19701.88,19803.3,19890,19320.01,283791.0706
2022/9/17,19803.3,20113.62,20189,19748.08,179350.2434
2022/9/18,20112.61,19416.18,20117.26,19335.62,254217.469
2022/9/19,19417.45,19537.02,19686.2,18232.56,380512.4031
2022/9/20,19537.02,18875,19634.62,18711.87,324098.3286
2022/9/21,18874.31,18461.36,19956,18125.98,385034.1002
2022/9/22,18461.36,19401.63,19550.17,18356.39,379321.7211
2022/9/23,19401.63,19289.91,19500,18531.42,385886.9183
2022/9/24,19288.57,18920.5,19316.14,18805.34,239496.5675
2022/9/25,18921.99,18807.38,19180.21,18629.2,191191.4492
2022/9/26,18809.13,19227.82,19318.96,18680.72,439239.2194
2022/9/27,19226.68,19079.13,20385.86,18816.32,593260.7416
2022/9/28,19078.1,19412.82,19790,18471.28,521385.4555
2022/9/29,19412.82,19591.51,19645.52,18843.01,406424.9326
2022/9/30,19590.54,19422.61,20185,19155.36,444322.9534
2022/10/1,19422.61,19310.95,19484,19159.42,165625.1396
2022/10/2,19312.24,19056.8,19395.91,18920.35,206812.4703
2022/10/3,19057.74,19629.08,19719.1,18959.68,293585.7521
2022/10/4,19629.08,20337.82,20475,19490.6,327012.0013
2022/10/5,20337.82,20158.26,20365.6,19730,312239.7522
2022/10/6,20158.26,19960.67,20456.6,19853,320122.1702
2022/10/7,19960.67,19530.09,20068.82,19320,220874.8391
2022/10/8,19530.09,19417.96,19627.38,19237.14,102480.0984
2022/10/9,19416.52,19439.02,19558,19316.04,113900.8268
2022/10/10,19439.96,19131.87,19525,19020.25,212509.0985
2022/10/11,19131.87,19060,19268.09,18860,243473.8429
2022/10/12,19060,19155.53,19238.31,18965.88,213826.2673
2022/10/13,19155.1,19375.13,19513.79,18190,399756.6834
2022/10/14,19375.58,19176.93,19951.87,19070.37,351634.326
2022/10/15,19176.93,19069.39,19227.68,18975.18,113847.6423
2022/10/16,19068.4,19262.98,19425.84,19063.74,131894.6189
2022/10/17,19262.98,19549.86,19676.96,19152.03,222813.8763
2022/10/18,19548.48,19327.44,19706.66,19091,260313.0785
2022/10/19,19327.44,19123.97,19360.16,19065.97,186137.2954
2022/10/20,19123.35,19041.92,19347.82,18900,223530.1307
2022/10/21,19041.92,19164.37,19250,18650,269310.7577
2022/10/22,19164.37,19204.35,19257,19112.72,110403.9084
2022/10/23,19204.29,19570.4,19695,19070.11,167057.2018
2022/10/24,19570.4,19329.72,19601.15,19157,256168.1447
2022/10/25,19330.6,20080.07,20415.87,19237,326370.6706
2022/10/26,20079.02,20771.59,21020,20050.41,380492.6958
2022/10/27,20771.61,20295.11,20872.21,20200,328643.5779
2022/10/28,20295.11,20591.84,20750,20000.09,287039.9457
2022/10/29,20591.84,20809.67,21085,20554.01,254881.7776
2022/10/30,20809.68,20627.48,20931.21,20515,192795.6089
2022/10/31,20627.48,20490.74,20845.92,20237.95,303567.6163
2022/11/1,20490.74,20483.62,20700,20330.74,279932.4377
2022/11/2,20482.81,20151.84,20800,20048.04,373716.273
2022/11/3,20151.84,20207.82,20393.32,20031.24,319185.1544
2022/11/4,20207.12,21148.52,21302.05,20180.96,453694.3917
2022/11/5,21148.52,21299.37,21480.65,21080.65,245621.9853
2022/11/6,21299.37,20905.58,21365.27,20886.13,230036.9722
2022/11/7,20905.58,20591.13,21069.77,20384.89,386977.6034
2022/11/8,20590.67,18547.23,20700.88,17166.83,760705.3628
2022/11/9,18545.38,15922.81,18587.76,15588,731926.9297
2022/11/10,15922.68,17601.15,18199,15754.26,608448.3643
2022/11/11,17602.45,17070.31,17695,16361.6,393552.8649
2022/11/12,17069.98,16812.08,17119.1,16631.39,167819.9604
2022/11/13,16813.16,16329.85,16954.28,16229,184960.7885
2022/11/14,16331.78,16619.46,17190,15815.21,380210.7775
2022/11/15,16617.72,16900.57,17134.69,16527.72,282461.8439
2022/11/16,16900.57,16662.76,17015.92,16378.61,261493.4081
2022/11/17,16661.61,16692.56,16751,16410.74,228038.9787
2022/11/18,16692.56,16700.45,17011,16546.04,214224.1818
2022/11/19,16699.43,16700.68,16822.41,16553.53,104963.1556
2022/11/20,16700.68,16280.23,16753.33,16180,154842.1348
2022/11/21,16279.5,15781.29,16319,15476,324096.9978
2022/11/22,15781.29,16226.94,16315,15616.63,239548.0662
2022/11/23,16227.96,16603.11,16706,16160.2,264927.7041
2022/11/24,16603.11,16598.95,16812.63,16458.05,206565.9235
2022/11/25,16599.55,16522.14,16666,16342.81,182089.4953
2022/11/26,16521.35,16458.57,16701.99,16385,181804.8167
2022/11/27,16457.61,16428.78,16600,16401,162025.4761
2022/11/28,16428.77,16212.91,16487.04,15995.27,252695.4037
2022/11/29,16212.18,16442.53,16548.71,16100,248106.2501
2022/11/30,16442.91,17163.64,17249,16428.3,303019.8072
2022/12/1,17165.53,16977.37,17324,16855.01,232818.1822
2022/12/2,16978,17092.74,17105.73,16787.85,202372.2062
2022/12/3,17092.13,16885.2,17188.98,16858.74,154542.5731
2022/12/4,16885.2,17105.7,17202.84,16878.25,178619.1339
2022/12/5,17106.65,16966.35,17424.25,16867,233703.2923
2022/12/6,16966.35,17088.96,17107.01,16906.37,218730.7688
2022/12/7,17088.96,16836.64,17142.21,16678.83,220657.4133
2022/12/8,16836.64,17224.1,17299,16733.49,236417.978
2022/12/9,17224.1,17128.56,17360,17058.21,238422.0647
2022/12/10,17128.56,17127.49,17227.72,17092,140573.9794
2022/12/11,17127.49,17085.05,17270.99,17071,155286.4787
2022/12/12,17085.05,17209.83,17241.89,16871.85,226227.4969
2022/12/13,17208.93,17774.7,18000,17080.14,284462.9139
2022/12/14,17775.82,17803.15,18387.95,17660.94,266681.2221
2022/12/15,17804.01,17356.34,17854.82,17275.51,223701.9688
2022/12/16,17356.96,16632.12,17531.73,16527.32,253379.0412
2022/12/17,16631.5,16776.52,16796.82,16579.85,144825.6668
2022/12/18,16777.54,16738.21,16863.26,16663.07,112619.3165
2022/12/19,16739,16438.88,16815.99,16256.3,179094.2831
2022/12/20,16438.88,16895.56,17061.27,16397.2,248808.9232
2022/12/21,16896.15,16824.67,16925,16723,156810.9636
2022/12/22,16824.68,16821.43,16868.52,16559.85,176044.2723
2022/12/23,16821.9,16778.5,16955.14,16731.13,161612.0095
2022/12/24,16778.52,16836.12,16869.99,16776.62,100224.291
2022/12/25,16835.73,16832.11,16857.96,16721,125441.072
2022/12/26,16832.11,16919.39,16944.52,16791,124564.0066
2022/12/27,16919.39,16706.36,16972.83,16592.37,173749.5862
2022/12/28,16706.06,16547.31,16785.19,16465.33,193037.5658
2022/12/29,16547.32,16633.47,16664.41,16488.91,160998.4716
2022/12/30,16633.47,16607.48,16677.35,16333,164916.3117
2022/12/31,16607.48,16542.4,16644.09,16470,114490.4286
2023/1/1,16541.77,16616.75,16628,16499.01,96925.41374
2023/1/2,16617.17,16672.87,16799.23,16548.7,121888.5719
2023/1/3,16672.78,16675.18,16778.4,16605.28,159541.5373
2023/1/4,16675.65,16850.36,16991.87,16652.66,220362.1886
2023/1/5,16850.36,16831.85,16879.82,16753,163473.5664
2023/1/6,16831.85,16950.65,17041,16679,207401.2842
2023/1/7,16950.31,16943.57,16981.91,16908,104526.5688
2023/1/8,16943.83,17127.83,17176.99,16911,135155.897
2023/1/9,17127.83,17178.26,17398.8,17104.66,266211.5272
2023/1/10,17179.04,17440.66,17499,17146.34,221382.4258
2023/1/11,17440.64,17943.26,18000,17315.6,262221.6065
2023/1/12,17943.26,18846.62,19117.04,17892.05,454568.3218
2023/1/13,18846.62,19930.01,20000,18714.12,368615.8782
2023/1/14,19930.01,20954.92,21258,19888.05,393913.7495
2023/1/15,20952.76,20871.5,21050.74,20551.01,178542.2255
2023/1/16,20872.99,21185.65,21474.05,20611.48,293078.0826
2023/1/17,21185.65,21134.81,21647.45,20841.31,275407.7441
2023/1/18,21132.29,20677.47,21650,20407.15,350916.0195
2023/1/19,20677.47,21071.59,21192,20659.19,251385.8493
2023/1/20,21071.59,22667.21,22755.93,20861.28,338079.1366
2023/1/21,22666,22783.55,23371.8,22422,346445.4843
2023/1/22,22783.35,22707.88,23078.71,22292.37,253577.7529
2023/1/23,22706.02,22916.45,23180,22500,293588.3794
2023/1/24,22917.81,22632.89,23162.2,22462.93,293158.7825
2023/1/25,22631.94,23060.94,23816.73,22300,346042.8322
2023/1/26,23060.42,23009.65,23282.47,22850.01,288924.4358
2023/1/27,23009.65,23074.16,23500,22534.88,280833.8632
2023/1/28,23074.16,23022.6,23189,22878.46,148115.7109
2023/1/29,23021.4,23742.3,23960.54,22967.76,295688.792
2023/1/30,23743.37,22826.15,23800.51,22500,302405.9012
2023/1/31,22827.38,23125.13,23320,22714.77,264649.3491
2023/2/1,23125.13,23732.66,23812.66,22760.23,310790.4227
2023/2/2,23731.41,23488.94,24255,23363.27,364177.2075
2023/2/3,23489.33,23431.9,23715.7,23204.62,332571.029
2023/2/4,23431.9,23326.84,23587.78,23253.96,166126.473
2023/2/5,23327.66,22932.91,23433.33,22743,209251.3392
2023/2/6,22932.91,22762.52,23158.25,22628.13,265371.6069
2023/2/7,22762.52,23240.46,23350.25,22745.78,308006.7248
2023/2/8,23242.42,22963,23452,22665.85,280056.3072
2023/2/9,22961.85,21796.35,23011.39,21688,402894.6955
2023/2/10,21797.83,21625.19,21938.16,21451,338591.9425
2023/2/11,21625.19,21862.55,21906.32,21599.78,177021.5843
2023/2/12,21862.02,21783.54,22090,21630,204435.6516
2023/2/13,21782.37,21773.97,21894.99,21351.07,295730.7679
2023/2/14,21774.63,22199.84,22319.08,21532.77,361958.4011
2023/2/15,22199.84,24324.05,24380,22047.28,375669.1611
2023/2/16,24322.87,23517.72,25250,23505.25,450080.6837
2023/2/17,23517.72,24569.97,25021.11,23339.37,496813.2138
2023/2/18,24568.24,24631.95,24877,24430,216917.2521
2023/2/19,24632.05,24271.76,25192,24192.57,300395.9954
2023/2/20,24272.51,24842.2,25121.23,23840.83,346938.57
2023/2/21,24843.89,24452.16,25250,24148.34,376000.8287
2023/2/22,24450.67,24182.21,24476.05,23574.69,379425.7537
2023/2/23,24182.21,23940.2,24599.59,23608,398400.4544
2023/2/24,23940.2,23185.29,24132.35,22841.19,343582.5745
2023/2/25,23184.04,23157.07,23219.13,22722,191311.8101
2023/2/26,23157.07,23554.85,23689.99,23059.18,202323.7362
2023/2/27,23554.85,23492.09,23897.99,23106.77,283706.0859
2023/2/28,23492.09,23141.57,23600,23020.97,264140.9989
2023/3/1,23141.57,23628.97,24000,23020.03,315287.4174
2023/3/2,23629.76,23465.32,23796.93,23195.9,239315.4522
2023/3/3,23465.32,22354.34,23476.95,21971.13,319954.1979
2023/3/4,22354.34,22346.57,22410,22157.08,121257.3813
2023/3/5,22346.57,22430.24,22662.09,22189.22,154841.7579
2023/3/6,22430.24,22410,22602.19,22258,203751.8296
2023/3/7,22409.41,22197.96,22557.91,21927,292519.8091
2023/3/8,22198.56,21705.44,22287,21580,301460.5727
2023/3/9,21704.37,20362.22,21834.99,20042.72,443658.2858
2023/3/10,20362.21,20150.69,20367.78,19549.09,618456.4671
2023/3/11,20150.69,20455.73,20686.51,19765.03,427831.8213
2023/3/12,20455.73,21997.11,22150,20270.6,430944.9429
2023/3/13,21998.05,24113.48,24500,21813.88,687889.3126
2023/3/14,24112.27,24670.41,26386.87,23976.42,699360.9342
2023/3/15,24670.41,24285.66,25196.97,23896.95,581450.7298
2023/3/16,24285.66,24998.78,25167.4,24123,439421.33
2023/3/17,24998.78,27395.13,27756.84,24890,624460.6809
2023/3/18,27395.13,26907.49,27724.85,26578,371238.9717
2023/3/19,26907.49,27972.87,28390.1,26827.22,372066.9905
2023/3/20,27972.87,27717.01,28472,27124.47,477378.2337
2023/3/21,27717.01,28105.47,28438.55,27303.1,420929.7422
2023/3/22,28107.81,27250.97,28868.05,26601.8,224113.413
2023/3/23,27250.97,28295.41,28750,27105,128649.6082
2023/3/24,28295.42,27454.47,28374.3,27000,86242.06544
2023/3/25,27454.46,27462.95,27787.33,27156.09,50844.08102
2023/3/26,27462.96,27968.05,28194.4,27417.76,49671.70353
2023/3/27,27968.05,27124.91,28023.86,26508.14,88039.46898
2023/3/28,27124.9,27261.07,27520,26631.78,78602.44341
2023/3/29,27261.06,28348.6,28650,27240.1,89486.16008
2023/3/30,28348.6,28028.53,29184.68,27686,98865.43256
2023/3/31,28028.53,28465.36,28656.69,27511.71,78198.12139
2023/4/1,28465.36,28452.73,28819.71,28220.27,30238.44753
2023/4/2,28452.74,28171.87,28530,27856.43,37365.65692
2023/4/3,28171.87,27800,28500.99,27200.24,79180.01405
2023/4/4,27800,28165.47,28444.44,27662.79,49722.55691
2023/4/5,28165.47,28170.01,28775,27805.1,60737.64732
2023/4/6,28170.01,28033.82,28182.05,27711,40118.94963
2023/4/7,28033.83,27906.33,28100,27766.94,24762.09387
2023/4/8,27906.34,27938.38,28154.99,27859.02,19479.96735
2023/4/9,27938.38,28323.76,28530,27800,32531.16101
2023/4/10,28323.76,29637.34,29770,28170,67754.0622
2023/4/11,29637.35,30200.42,30550,29590,67990.07621
2023/4/12,30200.43,29888.07,30486,29637.4,62049.48451
2023/4/13,29888.07,30373.84,30595,29854.59,51934.11731
2023/4/14,30373.84,30466.93,31000,29966,75984.19452
2023/4/15,30466.93,30295.09,30595.6,30202,25429.81247
2023/4/16,30295.1,30304.65,30549.99,30120,26431.99322
2023/4/17,30304.66,29430.27,30316.06,29240.65,56441.81127
2023/4/18,29430.27,30380.01,30485,29096.78,62004.89434
2023/4/19,30380.01,28797.1,30413.53,28520,86575.48656
2023/4/20,28797.1,28243.65,29088.3,28010,76879.09372
2023/4/21,28243.65,27262.84,28374.02,27125,77684.7679
2023/4/22,27262.84,27816.85,27882.72,27140.35,36023.69686
2023/4/23,27816.85,27590.6,27816.85,27311.25,34812.09581
2023/4/24,27590.59,27510.93,28000,26942.82,53111.56874
2023/4/25,27510.93,28300.79,28399.99,27192,52325.14637
2023/4/26,28300.8,28415.29,30036,27235,129228.404
2023/4/27,28415.29,29472.77,29890,28378.86,95430.82431
2023/4/28,29472.77,29311.7,29599.54,28891,54298.16578
2023/4/29,29311.69,29230.45,29448.88,29031,20466.83058
2023/4/30,29230.45,29233.21,29969.39,29079.59,39752.5372
2023/5/1,29233.2,28068.26,29337.34,27666.95,64433.65958
2023/5/2,28068.26,28669.86,28879.88,27872,50824.5224
2023/5/3,28669.85,29026.16,29266.66,28113.69,64615.79213
2023/5/4,29026.16,28838.16,29379.83,28663.64,42575.47501
2023/5/5,28838.16,29505.61,29677,28800,58415.83048
2023/5/6,29505.6,28848.2,29820,28300,49249.28459
2023/5/7,28848.19,28430.1,29138.29,28395.23,30003.41028
2023/5/8,28430.09,27668.79,28631.01,27262,68244.36179
2023/5/9,27668.8,27628.27,27818,27353,40113.31069
2023/5/10,27628.28,27598.75,28331.42,26777,71155.11355
2023/5/11,27598.74,26968.62,27630.14,26702.05,47635.31365
2023/5/12,26968.61,26795.01,27091.12,25811.46,67207.93494
2023/5/13,26795.01,26775.28,27045.45,26692.03,22814.90421
2023/5/14,26775.27,26917.62,27200,26560.53,21594.8036
2023/5/15,26917.61,27162.14,27663.59,26726,40430.08333
2023/5/16,27162.15,27033.84,27296.89,26852.11,33270.45451
2023/5/17,27033.85,27405.61,27500,26544.71,42958.97785
2023/5/18,27405.62,26821.28,27485.33,26361.2,49198.65143
2023/5/19,26821.28,26880.26,27183.6,26630,28754.13544
2023/5/20,26880.26,27102.43,27150,26825.11,14434.54718
2023/5/21,27102.42,26747.78,27277.55,26666.03,21347.87279
2023/5/22,26747.78,26849.27,27099.89,26538.21,26458.83828
2023/5/23,26849.28,27219.61,27495.83,26798.11,38700.83858
2023/5/24,27219.61,26329.01,27219.61,26080.5,54393.0657
2023/5/25,26329,26473.79,26631.98,25871.89,37435.44895
2023/5/26,26473.8,26705.92,26932.16,26327.24,35061.18713
2023/5/27,26705.93,26854.27,26895,26551,15095.6867
2023/5/28,26854.28,28065,28261.32,26764.36,43916.00855
2023/5/29,28065.01,27736.4,28447.14,27524.6,42385.41945
2023/5/30,27736.39,27694.4,28038.59,27554,32686.75371
2023/5/31,27694.39,27210.35,27835.51,26839.01,46588.80573
2023/6/1,27210.36,26817.93,27350,26605.05,39217.8088
2023/6/2,26817.93,27242.59,27300,26505,36380.90269
2023/6/3,27242.59,27069.22,27333.29,26914.93,16595.34117
2023/6/4,27069.22,27115.21,27455.02,26951,19258.41049
2023/6/5,27115.2,25728.2,27129.33,25388,65805.60305
2023/6/6,25728.2,27230.08,27355.33,25351.02,68392.60438
2023/6/7,27230.07,26339.34,27391.77,26125.01,59619.44364
2023/6/8,26339.34,26498.61,26810,26210,31075.51083
2023/6/9,26498.62,26477.81,26783.33,26269.91,27934.7097
2023/6/10,26477.8,25841.21,26533.87,25358,64944.60108
2023/6/11,25841.22,25925.55,26206.88,25634.7,30014.29595
2023/6/12,25925.54,25905.19,26106.48,25602.11,29900.50893
2023/6/13,25905.2,25934.25,26433.21,25712.57,41065.60853
2023/6/14,25934.24,25128.6,26098,24820.56,45077.31608
2023/6/15,25128.6,25598.49,25759.01,24800,48664.86063
2023/6/16,25598.49,26345,26518,25175.56,51596.91662
2023/6/17,26345.01,26516.99,26839.99,26181,27842.2195
2023/6/18,26516.99,26339.97,26700,26255.85,21538.31022
2023/6/19,26339.98,26844.35,27068.09,26256.61,35872.65974
2023/6/20,26844.35,28307.99,28402.74,26652,69666.95525
2023/6/21,28308,29993.89,30800,28257.99,108926.4041
2023/6/22,29993.89,29884.92,30500,29525.61,59054.5646
2023/6/23,29884.92,30688.5,31431.94,29800,73931.89635
2023/6/24,30688.51,30527.43,30800,30250,30513.30135
2023/6/25,30527.44,30462.66,31046.01,30277.49,30223.44801
2023/6/26,30462.67,30267.99,30666,29930,45180.41489
2023/6/27,30267.99,30692.44,30994.97,30226.17,42699.64157
2023/6/28,30692.44,30077.41,30709.74,29858.8,40463.51937
2023/6/29,30077.4,30447.31,30843.98,30049.98,36330.62903
2023/6/30,30447.31,30472,31282,29500,89419.07618
2023/7/1,30471.99,30585.9,30661.6,30320.57,17501.75075
2023/7/2,30585.9,30617.03,30791,30155,23286.41019
2023/7/3,30617.02,31156.2,31380,30570.27,43761.64311
2023/7/4,31156.2,30766.51,31350.69,30620,33206.11943
2023/7/5,30766.52,30504.81,30878.07,30200,33215.67122
2023/7/6,30504.8,29895.43,31500,29850.45,71319.6261
2023/7/7,29895.42,30344.7,30449,29701.02,34070.53895
2023/7/8,30344.7,30284.63,30386.81,30044.47,13094.59042
2023/7/9,30284.63,30160.71,30445.52,30061.12,15388.50196
2023/7/10,30160.71,30411.57,31045.78,29950,41262.87652
2023/7/11,30411.57,30622.1,30813.63,30300,28476.83311
2023/7/12,30622.1,30380,30983.25,30210,38108.99669
2023/7/13,30380,31454.23,31804.2,30251,70772.51836
2023/7/14,31454.23,30312.01,31630,29900,60749.48424
2023/7/15,30312,30289.52,30390.9,30200,14118.55329
2023/7/16,30289.52,30231.99,30441.46,30064.29,15760.1281
2023/7/17,30232,30138,30336.96,29659.2,30882.76839
2023/7/18,30138.01,29859.13,30239.78,29512,30003.8601
2023/7/19,29859.14,29909.21,30189.09,29761.96,25657.36137
2023/7/20,29909.21,29800,30417.46,29570.96,37540.68193
2023/7/21,29800,29901.72,30061.7,29726.34,23881.40865
2023/7/22,29901.72,29794,29999,29625.1,14660.40467
2023/7/23,29793.99,30083.75,30350,29730,18292.78637
2023/7/24,30083.75,29176.5,30099.58,28861.9,39628.99691
2023/7/25,29176.5,29228.91,29376,29047.65,21565.7478
2023/7/26,29228.91,29351.96,29690,29096.94,33931.63366
2023/7/27,29351.95,29222.78,29567.49,29083.85,22476.47626
2023/7/28,29222.78,29314.14,29542.22,29123.12,23993.61627
2023/7/29,29314.14,29352.9,29406.92,29256.18,10851.36844
2023/7/30,29352.9,29281.09,29449,29033.24,15706.97441
2023/7/31,29281.09,29232.25,29530,29101.8,22605.48964
2023/8/1,29232.26,29705.99,29739.25,28585.7,44719.65162
2023/8/2,29705.99,29186.01,30047.5,28927.5,48181.65141
2023/8/3,29186,29193.64,29433.33,28968,26476.91994
2023/8/4,29193.65,29113.99,29333.08,28807.54,23551.95217
2023/8/5,29114,29072.13,29152.23,28978.64,11645.52018
2023/8/6,29072.13,29088.42,29205.09,28991.88,13178.1972
2023/8/7,29088.43,29211.06,29276.78,28701.03,30966.87746
2023/8/8,29211.06,29770.42,30244,29146.45,45700.53392
2023/8/9,29770.41,29581.99,30160,29376.67,38003.88725
2023/8/10,29581.99,29455.75,29738,29320.2,23463.45373
2023/8/11,29455.76,29426.03,29564.52,29252.45,20637.0443
2023/8/12,29426.02,29430.17,29481.35,29381.56,8971.48068
2023/8/13,29430.18,29303.84,29474.65,29272.32,11101.70947
2023/8/14,29303.85,29430.93,29695.32,29102.45,31443.11532
2023/8/15,29430.92,29200,29499.26,29059.6,27503.87691
2023/8/16,29200.01,28730.51,29259.85,28723.08,32996.69854
2023/8/17,28730.51,26623.41,28783.48,25166,100271.5403
2023/8/18,26623.41,26054,26832.6,25619,69790.65711
2023/8/19,26054,26100.01,26281,25801.09,26160.75343
2023/8/20,26100.01,26189.99,26299,25971.05,19056.91209
2023/8/21,26190,26126.92,26258.42,25812,30267.24233
2023/8/22,26126.92,26056,26139.42,25300,34247.06688
2023/8/23,26055.99,26432.72,26819.27,25812.82,44023.69978
2023/8/24,26432.71,26180.05,26577.87,25864,30205.22116
2023/8/25,26180.05,26060.01,26314.05,25777.15,27753.33772
2023/8/26,26060,26017.37,26125.77,25985.92,10022.22322
2023/8/27,26017.38,26101.77,26182.23,25966.11,12099.64216
2023/8/28,26101.78,26120,26253.99,25864.5,22692.62655
2023/8/29,26120,27716.34,28142.85,25922,74251.99488
2023/8/30,27716.34,27299.99,27768.57,27017.24,35448.25848
2023/8/31,27299.99,25940.78,27587.51,25655.01,51032.80401
2023/9/1,25940.77,25805.05,26156,25333.75,41032.15056
2023/9/2,25805.04,25869.51,25987.5,25752.47,16250.77698
