date,open,high,low,close,volume,SMA,EMA,BB_MID,BB_UPPER,BB_LOWER,RSI,CCI,VADER_Compound,TextBlob_Polarity,FinBERT_Label,CryptoBERT_Label,original_preds
2025-1-25,104870.51,105286.52,104106.09,104746.85,9068.32377,104675.634,104243.9963,104675.634,106401.4845,102949.7835,63.31167376,54.57044018,0.1366,0,0,-1,105161.7574
2025-1-26,104746.86,105500,102520.44,102620,9812.51238,103970.87,103702.6642,103970.87,105598.0884,102343.6516,45.64420185,-117.9198882,0,0,0,0,104278.4943
2025-1-27,102620.01,103260,97777.77,102082.83,50758.1341,103646.104,103162.7195,103646.104,105887.0543,101405.1537,41.94853891,-160.6558637,0.2263,0.3,0,-1,102949.7458
2025-1-28,102082.83,103800,100272.68,101335.52,22022.05765,103131.14,102553.653,103131.14,105990.5611,100271.7189,36.77112683,-65.50193561,0.6249,0.8,1,-1,102041.1606
2025-1-29,101335.52,104782.68,101328.01,103733.24,23155.35802,102903.688,102946.8487,102903.688,105320.1052,100487.2708,57.70638712,23.15943241,0,0,0,0,101393.0445
2025-1-30,103733.25,106457.44,103278.54,104722.94,19374.07472,102898.906,103538.8791,102898.906,105300.7649,100497.0471,63.87740716,108.4363916,0,0,0,-0.333333333,103095.8912
2025-1-31,104722.94,106012,101560,102429.56,21983.18193,102860.818,103169.1061,102860.818,105285.0954,100436.5406,44.90079552,27.79399671,0,0,0,-1,103942.9048
2025-2-1,102429.56,102783.71,100279.51,100635.65,12290.95747,102571.382,102324.6207,102571.382,105574.5327,99568.23131,34.79405567,-100.5835649,0,0,0,0,104701.4062
2025-2-2,100635.66,101456.6,96150,97700.59,34619.49939,101844.396,100783.2771,101844.396,106810.5502,96878.24182,23.82591545,-132.1739825,0,0,0,0,102802.8212
2025-2-3,97700.59,102500.01,91231,101328.52,75164.7385,101363.452,100965.0248,101363.452,105956.5094,96770.39464,48.77527893,-84.51278233,0,0,0.333333333,-1,99981.95103
2025-2-4,101328.51,101732.31,96150,97763.13,40267.98697,99971.49,99897.72651,99971.49,103803.8353,96139.14474,34.78095586,-51.83925024,0.6486,0,0,-1,100218.578
2025-2-5,97763.14,99149,96155,96612.43,26233.30444,98808.064,98802.62767,98808.064,102477.6104,95138.51761,31.17274235,-99.66173803,0.1225,-0.01,0.2,-0.2,98895.12097
2025-2-6,96612.44,99120,95676.64,96554.35,23515.20405,97991.804,98053.20178,97991.804,101483.4761,94500.13189,30.97003619,-93.93541073,0,0,0,-1,96386.3546
2025-2-7,96554.35,100137.99,95620.34,96506.8,31794.22065,97753.046,97537.73452,97753.046,101449.0029,94057.08907,30.76530356,-38.89084985,-0.2079875,0.04375,-0.25,0,97013.79385
2025-2-8,96506.8,96880,95688,96444.74,10147.24294,96776.29,97173.40301,96776.29,97769.26972,95783.31028,30.43704274,-131.5069834,0,0,0,-1,97137.63746
2025-2-9,96444.75,97323.09,94713,96462.75,14120.91613,96516.214,96936.51868,96516.214,96638.7454,96393.6826,30.70524976,-94.88869437,-0.1027,0,0,1,95748.88197
2025-2-10,96462.75,98345,95256,97430.82,20572.87537,96679.892,97101.28578,96679.892,97434.64314,95925.14086,44.96297185,29.82673016,0.002114286,0.01547619,0,-0.714285714,95662.37507
2025-2-11,97430.82,98478.42,94876.88,95778.2,18647.76379,96524.662,96660.25719,96524.662,97578.74644,95470.57756,31.24463368,-42.91518405,0.105375,-0.1,0,0,97244.67019
2025-2-12,95778.21,98119.99,94088.23,97869.99,29151.16625,96797.3,97063.50146,96797.3,98301.1081,95293.4919,53.62911278,43.7576092,-0.1806,0.0625,0.5,-1,96008.5295
2025-2-13,97870,98083.91,95217.36,96608.14,19921.77616,96829.98,96911.71431,96829.98,98308.61221,95351.34779,43.0585237,16.32180614,-0.1825,-0.075,-0.2,0.2,98310.47306
2025-2-14,96608.13,98826,96252.82,97500.48,18173.02646,97037.526,97107.96954,97037.526,98542.79068,95532.26132,51.50752821,134.5427042,-0.05442,0,-0.2,-1,96802.01173
2025-2-15,97500.47,97972.26,97223.58,97569.66,7349.37683,97065.294,97261.86636,97065.294,98603.32087,95527.26713,52.19493052,87.69386816,0,0,0,0,97838.51788
2025-2-16,97569.67,97704.47,96046.18,96118.12,8191.4249,97133.278,96880.61757,97133.278,98452.16444,95814.39156,38.04883733,-59.81166902,0,0,0,-1,97558.45928
2025-2-17,96118.12,97046.59,95205,95780,16492.0451,96715.28,96513.74505,96715.28,98154.53868,95276.02132,35.26583109,-106.1042463,0.016875,0,0,-1,96593.14721
2025-2-18,95780.01,96753.91,93388.09,95671.74,23368.19471,96528,96233.0767,96528,98199.27729,94856.72271,34.26282598,-115.319051,0,-0.2,1,-1,95672.86753
2025-2-19,95671.74,96899.99,95029.99,96644.37,16438.50954,96356.778,96370.17447,96356.778,97746.07983,94967.47617,50.17656799,-15.76954012,-0.0758,0.03125,-0.25,0,94911.53317
2025-2-20,96644.37,98711.36,96415.09,98305,17057.39177,96503.846,97015.11631,96503.846,98428.22449,94579.46751,67.14902656,142.5660946,0.165366667,-0.05,0.333333333,-1,96888.41594
2025-2-21,98305.01,99475,94871.95,96181.98,32249.2814,96516.618,96737.40421,96516.618,98431.41057,94601.82543,43.47959506,38.61056237,0.2591,0.005555556,0.666666667,-1,98186.99188
2025-2-22,96181.99,96980,95770.49,96551.01,11268.17708,96670.82,96675.2728,96670.82,98442.3106,94899.3294,47.50047478,-7.771283059,0,0,0,0,96410.31751
2025-2-23,96551.01,96650,95227.94,96258,10884.84913,96788.072,96536.18187,96788.072,98344.02651,95232.11749,44.3678055,-77.99271411,-0.7003,0,0,-1,96749.47696
2025-2-24,96258,96500,91349.26,91552.88,31550.10299,95769.774,94875.08125,95769.774,100262.2721,91277.2759,19.09296937,-166.2101977,0.11605,0.054166667,0,-0.666666667,95897.29858
2025-2-25,91552.88,92540.69,86050.99,88680.4,78333.11111,93844.854,92810.1875,93844.854,100203.0576,87486.65037,13.30773585,-136.0305229,-0.1366,0.25,-0.5,-1,93367.78288
2025-2-26,88680.39,89414.15,82256.01,84250.09,56893.54409,91458.476,89956.82167,91458.476,100781.8565,82135.09549,8.400480466,-116.156775,0.03095,0,-0.166666667,-0.333333333,90448.8442
2025-2-27,84250.09,87078.46,82716.49,84708.58,42505.45439,89089.99,88207.40778,89089.99,98044.78063,80135.19937,12.57105137,-82.3201618,-0.089833333,-0.033333333,-0.333333333,-0.333333333,86582.02651
2025-2-28,84708.57,85120,78258.52,84349.94,83648.03969,86708.378,86921.58518,86708.378,92570.98303,80845.77297,12.03525888,-89.15984161,-0.0343,0.0625,0,-0.5,85573.76
2025-3-1,84349.95,86558,83824.78,86064.53,25785.05464,85610.708,86635.90012,85610.708,88943.40848,82278.00752,29.89206452,1.108767706,0,0,0,-1,85603.27418
2025-3-2,86064.54,95000,85050.6,94270,54889.09045,86728.628,89180.60008,86728.628,94380.82867,79076.42733,68.33944898,166.6666667,0.1779,0,-1,1,86308.45548
2025-3-3,94269.99,94416.46,85117.11,86220.61,59171.10218,87122.732,88193.93672,87122.732,94418.40528,79827.05872,40.8615327,48.63430072,0.329425,0.25,0.75,-1,88884.5862
