date,open,high,low,close,volume,SMA,EMA,BB_MID,BB_UPPER,BB_LOWER,RSI,CCI,VADER_Compound,TextBlob_Polarity,FinBERT_Label,CryptoBERT_Label,original_preds
2024-12-12,3831.82,3987.41,3796.8,3881.61,572098.6343,3811.564,3823.675959,3811.564,4073.743668,3549.384332,58.91672647,54.70435401,0,0,1,-1,3759.44235
2024-12-13,3881.6,3968.47,3852.94,3906.8,387765.6873,3792.094,3851.383973,3792.094,4003.768933,3580.419067,61.06732921,90.99636341,0,0,0,-1,3864.628262
2024-12-14,3906.8,3945,3825.03,3870.29,265538.9479,3823.752,3857.685982,3823.752,4025.13972,3622.36428,55.77743073,46.72199116,0,0,0,0,3902.420962
2024-12-15,3870.3,3974.61,3831.5,3959.09,253833.2141,3889.92,3891.487321,3889.92,3974.302882,3805.537118,64.99606231,71.43443138,0,0,0,0,3857.611871
2024-12-16,3959.09,4107.8,3884,3986.24,673351.0723,3920.806,3923.071547,3920.806,4010.390078,3831.221922,67.57901017,159.7173175,0,0,0,-1,3919.748604
2024-12-17,3986.24,4041.82,3847.96,3893.01,450825.9861,3923.086,3913.051032,3923.086,4009.071733,3837.100267,51.3232083,3.183813943,0.45425,0.132727273,0.5,-1,3998.475901
2024-12-18,3893.01,3907.19,3617.42,3626.8,722505.0618,3867.086,3817.634021,3867.086,4121.773405,3612.398595,27.61436618,-159.4343394,0,0,0,0,3947.923707
2024-12-19,3626.8,3720,3326.8,3417.01,1078153.485,3776.43,3684.092681,3776.43,4216.927611,3335.932389,18.97818624,-129.4953596,0,0,0,0,3735.077866
2024-12-20,3417.01,3497.84,3101.9,3472.21,1332783.731,3679.054,3613.46512,3679.054,4130.117089,3227.990911,26.53488443,-103.2032404,-0.17515,0,0,0,3556.574099
2024-12-21,3472.2,3555.18,3293.11,3338.92,475275.82,3549.59,3521.95008,3549.59,3941.350795,3157.829205,20.70590172,-61.64754114,0,0,0,0,3499.618206
2024-12-22,3338.92,3403,3221.1,3281.83,361920.2495,3427.354,3441.910054,3427.354,3665.506175,3189.201825,18.52693035,-83.07201006,0,0,0,0,3387.195983
2024-12-23,3281.83,3466.99,3216.97,3422.53,488253.41,3386.5,3435.450036,3386.5,3521.54041,3251.45959,38.47334168,-18.95586741,0,0,0,0,3292.956425
2024-12-24,3422.53,3539.65,3358.19,3493.18,315723.6763,3401.734,3454.693357,3401.734,3561.944559,3241.523441,46.66858545,137.5629277,0,0,0,0,3362.713835
